,motion,device,condition,value
1722,bottom,on,左方向-復路,-0.4687066657129612
1723,bottom,on,左方向-復路,-0.33041178155466877
1724,bottom,on,左方向-復路,-0.4820929733666854
1725,bottom,on,左方向-復路,-0.7808767396260236
1726,bottom,on,左方向-復路,-0.9339590140931563
1727,bottom,on,左方向-復路,-0.9609422384517041
1728,bottom,on,左方向-復路,-0.6364556840571408
1729,bottom,on,左方向-復路,-0.4744853543643222
1730,bottom,on,左方向-復路,-0.9032261985568758
1731,bottom,on,左方向-復路,-0.7916802302318463
1732,bottom,on,左方向-復路,-0.6912469241600916
1733,bottom,on,左方向-復路,-0.4393802947005004
1734,bottom,on,左方向-復路,-0.8617498997270819
1735,bottom,on,左方向-復路,-0.9864609571383058
1736,bottom,on,左方向-復路,-0.7008724339155568
1737,bottom,on,左方向-復路,-0.4641744503294203
1738,bottom,on,左方向-復路,-0.28164737680264257
1739,bottom,on,左方向-復路,-0.507776364165111
1740,bottom,on,左方向-復路,-0.43002014306134073
1741,bottom,on,左方向-復路,-0.3171915913265305
1742,bottom,on,左方向-復路,-0.6242117876038603
1743,bottom,on,左方向-復路,-0.5332124404360605
1744,bottom,on,左方向-復路,-0.03859623511615966
1745,bottom,on,左方向-復路,-0.7263459290024338
1746,bottom,on,左方向-復路,-0.8550534621276557
1747,bottom,on,左方向-復路,-0.9542609314338926
1748,bottom,on,左方向-復路,-0.9797390475742914
1749,bottom,on,左方向-復路,-0.3211685648764344
1750,bottom,on,左方向-復路,-0.6847243408720379
1751,bottom,on,左方向-復路,-0.5986004125139102
1752,bottom,on,左方向-復路,-0.5349759365278085
1753,bottom,on,左方向-復路,-0.7461564235036426
1754,bottom,on,左方向-復路,0.3483801721932325
1755,bottom,on,左方向-復路,-0.7299480136494051
1756,bottom,on,左方向-復路,-0.5461739680796136
1757,bottom,on,左方向-復路,-0.18848404397226115
1758,bottom,on,左方向-復路,-0.9527149379003026
1759,bottom,on,左方向-復路,-0.6879175951135555
1760,bottom,on,左方向-復路,-0.2798791848178042
1761,bottom,on,左方向-復路,-0.16602936060869525
1762,bottom,on,左方向-復路,-0.2523203205596587
1763,bottom,on,左方向-復路,-0.0970019943345352
1764,bottom,on,左方向-復路,-0.36442275954552883
1765,bottom,on,左方向-復路,-0.6881354616036045
1766,bottom,on,左方向-復路,-0.18219155300321258
1767,bottom,on,左方向-復路,-0.6568635423425433
1768,bottom,on,左方向-復路,-0.14630651896662852
1769,bottom,on,左方向-復路,-0.5187702565589053
1770,bottom,on,左方向-復路,-0.6134198966530333
1771,bottom,on,左方向-復路,-0.915906209934685
1772,bottom,on,左方向-復路,-0.6562184194260907
1773,bottom,on,左方向-復路,-0.20864424418037453
1774,bottom,on,左方向-復路,-0.7409754955361466
1775,bottom,on,左方向-復路,-0.7460575907460347
1776,bottom,on,左方向-復路,-0.9791849441177892
1777,bottom,on,左方向-復路,-0.7451101275573816
1778,bottom,on,左方向-復路,-0.1484155704237605
1779,bottom,on,左方向-復路,-0.6523332593884086
1780,bottom,on,左方向-復路,-0.6535929571181178
1781,bottom,on,左方向-復路,-0.8679378238935087
1782,bottom,on,左方向-復路,-0.893521006100332
1783,bottom,on,左方向-復路,-0.5781671497449269
1784,bottom,on,左方向-復路,-0.723370994958969
1785,bottom,on,左方向-復路,-0.7994700612022839
1786,bottom,on,左方向-復路,-0.740076813570206
1787,bottom,on,左方向-復路,-1.1242745504212002
1788,bottom,on,左方向-復路,-0.7864956160150534
1789,bottom,on,左方向-復路,-0.5833143063572871
1790,bottom,on,左方向-復路,-0.4924072007248702
1791,bottom,on,左方向-復路,-1.03442049090328
1792,bottom,on,左方向-復路,-0.6839941915907987
1793,bottom,on,左方向-復路,1.2448472127852537
1794,bottom,on,左方向-復路,-0.22765507426686327
1795,bottom,on,左方向-復路,-0.9807426798486794
1796,bottom,on,左方向-復路,-0.9682482924393291
1797,bottom,on,左方向-復路,-0.7361385496185342
1798,bottom,on,左方向-復路,-0.8395866971317432
1799,bottom,on,左方向-復路,-0.7424606663264194
1800,bottom,off,左方向-復路,-0.7055318493017787
1801,bottom,off,左方向-復路,-0.7775082635370357
1802,bottom,off,左方向-復路,-0.5836162754674048
1803,bottom,off,左方向-復路,-0.7661756909364074
1804,bottom,off,左方向-復路,-0.818040724516672
1805,bottom,off,左方向-復路,-0.7474631599841841
1806,bottom,off,左方向-復路,-0.6729986600896228
1807,bottom,off,左方向-復路,-0.4245482567789556
1808,bottom,off,左方向-復路,-0.6359846621903429
1809,bottom,off,左方向-復路,-0.47030390822104146
1810,bottom,off,左方向-復路,-0.481400756411327
1811,bottom,off,左方向-復路,-0.5025615637018707
1812,bottom,off,左方向-復路,-0.5244299209511502
1813,bottom,off,左方向-復路,-0.5964737793627418
1814,bottom,off,左方向-復路,-0.9397674442548808
1815,bottom,off,左方向-復路,-0.5284482692833934
1816,bottom,off,左方向-復路,-0.6832446447110051
1817,bottom,off,左方向-復路,-0.8279089594985106
1818,bottom,off,左方向-復路,-0.4356806783394148
1819,bottom,off,左方向-復路,-1.2179865848929758
1820,bottom,off,左方向-復路,-0.9088394386997274
1821,bottom,off,左方向-復路,-0.6083844785463023
1822,bottom,off,左方向-復路,-0.8782501301675395
1823,bottom,off,左方向-復路,-0.6048038955324944
1824,bottom,off,左方向-復路,-0.4287747718572656
1825,bottom,off,左方向-復路,-1.0013828779431384
1826,bottom,off,左方向-復路,-0.9240515521705799
1827,bottom,off,左方向-復路,-0.7589027619093848
1828,bottom,off,左方向-復路,-0.5734842212568446
1829,bottom,off,左方向-復路,-0.08282940347752649
1830,bottom,off,左方向-復路,-0.36620444884242936
1831,bottom,off,左方向-復路,-0.3032426235291009
1832,bottom,off,左方向-復路,-0.34056575661307653
1833,bottom,off,左方向-復路,-0.2677205518354456
1834,bottom,off,左方向-復路,-0.37477863562546193
1835,bottom,off,左方向-復路,-0.16466209527382653
1836,bottom,off,左方向-復路,0.06289024896436964
1837,bottom,off,左方向-復路,-0.03143121349646188
1838,bottom,off,左方向-復路,0.26982619373316186
1839,bottom,off,左方向-復路,-0.0858938176668471
1840,bottom,off,左方向-復路,0.48359583704404563
1841,bottom,off,左方向-復路,0.5572276436813983
1842,bottom,off,左方向-復路,0.5802336507041519
1843,bottom,off,左方向-復路,0.27452908317514096
1844,bottom,off,左方向-復路,0.80073039928817
1845,bottom,off,左方向-復路,-0.3928858188647622
1846,bottom,off,左方向-復路,-0.39494784601132293
1847,bottom,off,左方向-復路,-0.11034777520805374
1848,bottom,off,左方向-復路,-0.009546750018970457
1849,bottom,off,左方向-復路,-0.09651822009113996
1850,bottom,off,左方向-復路,-0.7911312988669337
1851,bottom,off,左方向-復路,-0.42953471426428724
1852,bottom,off,左方向-復路,-0.25891615957769837
1853,bottom,off,左方向-復路,-0.6505125981603569
1854,bottom,off,左方向-復路,0.027846232701263813
1855,bottom,off,左方向-復路,-0.962756695354306
1856,bottom,off,左方向-復路,-0.8698821259854657
1857,bottom,off,左方向-復路,-0.8673567515997844
1858,bottom,off,左方向-復路,-0.6191410994671438
1859,bottom,off,左方向-復路,-0.7913949426582214
1860,bottom,off,左方向-復路,-0.5782374843771606
1861,bottom,off,左方向-復路,-0.6284734282592505
1862,bottom,off,左方向-復路,-0.69535724515495
1863,bottom,off,左方向-復路,-0.6888767975372064
1864,bottom,off,左方向-復路,-0.8845333421473748
1865,bottom,off,左方向-復路,-0.6165870735666283
1866,bottom,off,左方向-復路,-0.8631065199787307
1867,bottom,off,左方向-復路,-0.817873874393881
1868,bottom,off,左方向-復路,-0.9598395399639177
1869,bottom,off,左方向-復路,-0.7443435729114651
1870,bottom,off,左方向-復路,0.06233799585473017
1871,bottom,off,左方向-復路,-0.23846740575508776
1872,bottom,off,左方向-復路,0.3320219480221996
1873,bottom,off,左方向-復路,-0.33787478697649576
1874,bottom,off,左方向-復路,-0.11127044680279667
1875,bottom,off,左方向-復路,-0.6598966928086248
1876,bottom,off,左方向-復路,-0.47701020034023345
1877,bottom,off,左方向-復路,-0.7745527600006089
1878,bottom,off,左方向-復路,-0.2791784163801769
1879,bottom,off,左方向-復路,-0.6136671883193122
1880,bottom,off,左方向-復路,-0.31715460663785766
1881,bottom,off,左方向-復路,-0.2877252945124478
1882,bottom,off,左方向-復路,-0.39890814600584446
1883,bottom,off,左方向-復路,-0.47332494294425215
1884,bottom,off,左方向-復路,-0.4568033392270724
1885,bottom,off,左方向-復路,-0.9637920475132722
1886,bottom,off,左方向-復路,-0.4963995912274547
1887,bottom,off,左方向-復路,-0.7579488899194771
1888,bottom,off,左方向-復路,-0.6042709978941022
1889,bottom,off,左方向-復路,-0.6788573208378574
1890,bottom,off,左方向-復路,0.32103121106637333
1891,bottom,off,左方向-復路,-0.6205107497134903
1892,bottom,off,左方向-復路,-0.4994487000055783
1893,bottom,off,左方向-復路,-0.6740007383712433
1894,bottom,off,左方向-復路,-0.7288751665176609
1895,bottom,off,左方向-復路,0.16917296796210932
1896,bottom,off,左方向-復路,-0.7083553606870078
1897,bottom,off,左方向-復路,-0.627776366084414
1898,bottom,off,左方向-復路,-0.8015860647193183
1899,bottom,off,左方向-復路,-0.7068265487631542
1900,bottom,off,左方向-復路,-0.17196989817368047
1901,bottom,off,左方向-復路,-0.5214106336448279
1902,bottom,off,左方向-復路,-0.4251582308815968
1903,bottom,off,左方向-復路,-0.4713943660057903
1904,bottom,off,左方向-復路,-0.586672702691493
1905,bottom,off,左方向-復路,-0.7439871987833115
1906,bottom,off,左方向-復路,-0.6657478716512808
1907,bottom,off,左方向-復路,-0.32531321549667785
1908,bottom,off,左方向-復路,-0.14353947584686363
1909,bottom,off,左方向-復路,-0.6294737420961676
1910,bottom,off,左方向-復路,-0.48258470330407915
1911,bottom,off,左方向-復路,0.2782817058289808
1912,bottom,off,左方向-復路,-0.2687004506766556
1913,bottom,off,左方向-復路,-0.4907394630250133
1914,bottom,off,左方向-復路,0.9237394855616491
1915,bottom,off,左方向-復路,-1.0554499256231704
1916,bottom,off,左方向-復路,-0.46499310963736623
1917,bottom,off,左方向-復路,-0.37544161284835376
1918,bottom,off,左方向-復路,-0.8101863487176408
1919,bottom,off,左方向-復路,-0.3182208717027936
